round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
146,17,42,2,6,0.8806,0.7391,0.9545,0.8095,0.8903
147,16,39,2,10,0.8209,0.6154,0.9512,0.7273,0.8518
148,19,36,2,10,0.8209,0.6552,0.9474,0.76,0.8113
149,18,40,4,5,0.8657,0.7826,0.9091,0.8,0.9022
150,21,36,2,8,0.8507,0.7241,0.9474,0.8077,0.8684
151,19,40,3,5,0.8806,0.7917,0.9302,0.8261,0.9351
152,10,48,1,8,0.8657,0.5556,0.9796,0.6897,0.8832
153,13,42,4,8,0.8209,0.619,0.913,0.6842,0.8437
154,12,46,3,6,0.8657,0.6667,0.9388,0.7273,0.8628
155,21,36,2,8,0.8507,0.7241,0.9474,0.8077,0.8875
156,16,41,0,10,0.8507,0.6154,1.0,0.7619,0.8274
157,9,46,1,11,0.8209,0.45,0.9787,0.6,0.717
158,13,42,0,12,0.8209,0.52,1.0,0.6842,0.8771
159,18,39,0,10,0.8507,0.6429,1.0,0.7826,0.9185
160,19,39,0,9,0.8657,0.6786,1.0,0.8085,0.9469
161,16,46,2,3,0.9254,0.8421,0.9583,0.8649,0.9594
162,13,42,1,11,0.8209,0.5417,0.9767,0.6842,0.8304
163,8,53,2,4,0.9104,0.6667,0.9636,0.7273,0.8348
164,10,45,2,10,0.8209,0.5,0.9574,0.625,0.7745
165,21,41,1,4,0.9254,0.84,0.9762,0.8936,0.9238
166,15,41,3,8,0.8358,0.6522,0.9318,0.7317,0.9022
167,17,38,3,9,0.8209,0.6538,0.9268,0.7391,0.8565
168,18,39,3,7,0.8507,0.72,0.9286,0.7826,0.8514
169,18,39,1,9,0.8507,0.6667,0.975,0.7826,0.85
170,8,48,3,8,0.8358,0.5,0.9412,0.5926,0.8235
171,14,44,2,7,0.8657,0.6667,0.9565,0.7568,0.8395
172,15,41,2,9,0.8358,0.625,0.9535,0.7317,0.8091
173,14,43,4,6,0.8507,0.7,0.9149,0.7368,0.8234
174,10,46,3,8,0.8358,0.5556,0.9388,0.6452,0.8367
175,20,42,2,3,0.9254,0.8696,0.9545,0.8889,0.9585
176,19,37,1,10,0.8358,0.6552,0.9737,0.7755,0.8966
177,12,43,2,10,0.8209,0.5455,0.9556,0.6667,0.8687
178,16,38,2,11,0.806,0.5926,0.95,0.7111,0.8454
179,9,48,3,7,0.8507,0.5625,0.9412,0.6429,0.8309
180,20,38,5,4,0.8657,0.8333,0.8837,0.8163,0.9186
181,14,41,2,10,0.8209,0.5833,0.9535,0.7,0.8595
182,10,43,2,12,0.791,0.4545,0.9556,0.5882,0.7687
183,18,43,2,4,0.9104,0.8182,0.9556,0.8571,0.9313
184,8,45,3,11,0.791,0.4211,0.9375,0.5333,0.7248
185,19,41,3,4,0.8955,0.8261,0.9318,0.8444,0.9516
186,16,44,0,7,0.8955,0.6957,1.0,0.8205,0.9081
187,16,43,3,5,0.8806,0.7619,0.9348,0.8,0.9193
188,17,41,1,8,0.8657,0.68,0.9762,0.7907,0.8981
189,14,47,2,4,0.9104,0.7778,0.9592,0.8235,0.9195
190,12,42,3,10,0.806,0.5455,0.9333,0.6486,0.8636
191,18,35,6,8,0.791,0.6923,0.8537,0.72,0.8893
192,17,38,2,10,0.8209,0.6296,0.95,0.7391,0.8167
193,21,36,2,8,0.8507,0.7241,0.9474,0.8077,0.8938
194,13,47,0,7,0.8955,0.65,1.0,0.7879,0.8574
195,20,39,2,6,0.8806,0.7692,0.9512,0.8333,0.8283
196,12,45,2,8,0.8507,0.6,0.9574,0.7059,0.8266
197,16,34,0,17,0.7463,0.4848,1.0,0.6531,0.8262
198,11,46,1,9,0.8507,0.55,0.9787,0.6875,0.7266
199,14,45,4,4,0.8806,0.7778,0.9184,0.7778,0.8583
200,11,46,1,9,0.8507,0.55,0.9787,0.6875,0.7415
201,13,45,0,9,0.8657,0.5909,1.0,0.7429,0.9455
202,23,37,1,6,0.8955,0.7931,0.9737,0.8679,0.9265
203,11,43,6,7,0.806,0.6111,0.8776,0.6286,0.7766
204,19,37,0,11,0.8358,0.6333,1.0,0.7755,0.9144
205,18,40,3,6,0.8657,0.75,0.9302,0.8,0.9099
206,17,42,0,8,0.8806,0.68,1.0,0.8095,0.8371
207,21,35,3,8,0.8358,0.7241,0.9211,0.7925,0.8902
208,11,44,5,7,0.8209,0.6111,0.898,0.6471,0.8696
209,8,43,3,13,0.7612,0.381,0.9348,0.5,0.7867
210,20,34,3,10,0.806,0.6667,0.9189,0.7547,0.8559
211,19,41,2,5,0.8955,0.7917,0.9535,0.8444,0.9593
212,12,47,2,6,0.8806,0.6667,0.9592,0.75,0.9093
213,17,39,2,9,0.8358,0.6538,0.9512,0.7556,0.925
214,19,44,1,3,0.9403,0.8636,0.9778,0.9048,0.9828
215,25,35,1,6,0.8955,0.8065,0.9722,0.8772,0.9185
216,19,36,3,9,0.8209,0.6786,0.9231,0.76,0.8883
217,11,45,1,10,0.8358,0.5238,0.9783,0.6667,0.8364
218,14,40,3,10,0.806,0.5833,0.9302,0.6829,0.8702
219,18,41,2,6,0.8806,0.75,0.9535,0.8182,0.9031
220,10,50,1,6,0.8955,0.625,0.9804,0.7407,0.8554
221,14,43,2,8,0.8507,0.6364,0.9556,0.7368,0.8172
222,14,42,3,8,0.8358,0.6364,0.9333,0.7179,0.8808
223,14,42,2,9,0.8358,0.6087,0.9545,0.7179,0.7935
224,11,43,2,11,0.806,0.5,0.9556,0.6286,0.7485
225,17,40,4,6,0.8507,0.7391,0.9091,0.7727,0.8824
226,18,35,2,12,0.791,0.6,0.9459,0.72,0.8649
227,17,41,1,8,0.8657,0.68,0.9762,0.7907,0.8086
228,18,41,2,6,0.8806,0.75,0.9535,0.8182,0.9205
229,20,38,4,5,0.8657,0.8,0.9048,0.8163,0.9162
230,16,45,0,6,0.9104,0.7273,1.0,0.8421,0.8323
231,19,40,2,6,0.8806,0.76,0.9524,0.8261,0.9133
232,17,38,3,9,0.8209,0.6538,0.9268,0.7391,0.8527
233,17,42,3,5,0.8806,0.7727,0.9333,0.8095,0.9242
234,14,42,3,8,0.8358,0.6364,0.9333,0.7179,0.8626
235,13,42,0,12,0.8209,0.52,1.0,0.6842,0.8181
236,14,47,2,4,0.9104,0.7778,0.9592,0.8235,0.9161
237,10,47,1,9,0.8507,0.5263,0.9792,0.6667,0.7829
238,11,44,2,10,0.8209,0.5238,0.9565,0.6471,0.8654
239,17,41,3,6,0.8657,0.7391,0.9318,0.7907,0.8538
240,14,39,3,11,0.791,0.56,0.9286,0.6667,0.8343
241,18,41,2,6,0.8806,0.75,0.9535,0.8182,0.9157
242,11,48,2,6,0.8806,0.6471,0.96,0.7333,0.8176
243,17,38,3,9,0.8209,0.6538,0.9268,0.7391,0.879
244,20,28,5,14,0.7164,0.5882,0.8485,0.678,0.8271
245,9,41,5,12,0.7463,0.4286,0.8913,0.5143,0.736
246,19,37,2,9,0.8358,0.6786,0.9487,0.7755,0.8507
247,19,37,5,6,0.8358,0.76,0.881,0.7755,0.9143
248,16,37,4,10,0.791,0.6154,0.9024,0.6957,0.8002
249,16,42,2,7,0.8657,0.6957,0.9545,0.7805,0.8607
250,16,46,1,4,0.9254,0.8,0.9787,0.8649,0.9543
251,16,40,1,10,0.8358,0.6154,0.9756,0.7442,0.8283
252,15,40,1,11,0.8209,0.5769,0.9756,0.7143,0.7871
253,12,44,3,8,0.8358,0.6,0.9362,0.6857,0.8043
254,20,38,3,6,0.8657,0.7692,0.9268,0.8163,0.8555
255,14,45,3,5,0.8806,0.7368,0.9375,0.7778,0.9298
256,15,49,0,3,0.9552,0.8333,1.0,0.9091,0.9274
257,22,37,2,6,0.8806,0.7857,0.9487,0.8462,0.9222
258,15,41,0,11,0.8358,0.5769,1.0,0.7317,0.8612
259,13,45,2,7,0.8657,0.65,0.9574,0.7429,0.8809
260,19,41,2,5,0.8955,0.7917,0.9535,0.8444,0.9264
261,8,44,2,13,0.7761,0.381,0.9565,0.5161,0.6522
262,14,35,2,16,0.7313,0.4667,0.9459,0.6087,0.6847
263,13,45,2,7,0.8657,0.65,0.9574,0.7429,0.883
264,18,39,4,6,0.8507,0.75,0.907,0.7826,0.9322
265,21,33,5,8,0.806,0.7241,0.8684,0.7636,0.8711
266,19,39,1,8,0.8657,0.7037,0.975,0.8085,0.8583
267,12,46,2,7,0.8657,0.6316,0.9583,0.7273,0.852
268,11,41,2,13,0.7761,0.4583,0.9535,0.5946,0.8033
269,19,36,0,12,0.8209,0.6129,1.0,0.76,0.759
270,9,49,2,7,0.8657,0.5625,0.9608,0.6667,0.777
271,12,45,1,9,0.8507,0.5714,0.9783,0.7059,0.8934
272,11,42,3,11,0.791,0.5,0.9333,0.6111,0.7495
273,22,33,4,8,0.8209,0.7333,0.8919,0.7857,0.918
274,9,44,2,12,0.791,0.4286,0.9565,0.5625,0.7484
275,13,36,2,16,0.7313,0.4483,0.9474,0.5909,0.7187
276,15,43,0,9,0.8657,0.625,1.0,0.7692,0.8866
277,16,44,3,4,0.8955,0.8,0.9362,0.8205,0.867
278,14,46,2,5,0.8955,0.7368,0.9583,0.8,0.9002
279,17,36,2,12,0.791,0.5862,0.9474,0.7083,0.8203
280,13,40,3,11,0.791,0.5417,0.9302,0.65,0.8459
