round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
738,7,53,0,8,0.8824,0.4667,1.0,0.6364,0.8528
739,5,47,5,11,0.7647,0.3125,0.9038,0.3846,0.7921
740,2,54,0,12,0.8235,0.1429,1.0,0.25,0.5807
741,11,47,3,7,0.8529,0.6111,0.94,0.6875,0.8978
742,7,48,5,8,0.8088,0.4667,0.9057,0.5185,0.8264
743,8,46,2,12,0.7941,0.4,0.9583,0.5333,0.8667
744,6,56,1,5,0.9118,0.5455,0.9825,0.6667,0.9697
745,13,45,3,7,0.8529,0.65,0.9375,0.7222,0.8781
746,8,50,0,10,0.8529,0.4444,1.0,0.6154,0.8778
747,7,45,3,13,0.7647,0.35,0.9375,0.4667,0.8031
748,7,50,4,7,0.8382,0.5,0.9259,0.56,0.8638
749,9,48,3,8,0.8382,0.5294,0.9412,0.6207,0.8443
750,10,49,1,8,0.8676,0.5556,0.98,0.6897,0.8922
751,12,47,2,7,0.8676,0.6316,0.9592,0.7273,0.8872
752,7,49,2,10,0.8235,0.4118,0.9608,0.5385,0.7728
753,9,53,0,6,0.9118,0.6,1.0,0.75,0.8818
754,11,48,4,5,0.8676,0.6875,0.9231,0.7097,0.8474
755,7,50,3,8,0.8382,0.4667,0.9434,0.56,0.8491
756,6,49,1,12,0.8088,0.3333,0.98,0.48,0.7589
757,9,50,3,6,0.8676,0.6,0.9434,0.6667,0.8516
758,9,46,0,13,0.8088,0.4091,1.0,0.5806,0.8636
759,8,48,3,9,0.8235,0.4706,0.9412,0.5714,0.8062
760,9,45,0,14,0.7941,0.3913,1.0,0.5625,0.8841
761,7,50,1,10,0.8382,0.4118,0.9804,0.56,0.8604
762,9,49,2,8,0.8529,0.5294,0.9608,0.6429,0.8143
763,12,48,3,5,0.8824,0.7059,0.9412,0.75,0.9412
764,9,49,3,7,0.8529,0.5625,0.9423,0.6429,0.8486
765,10,47,0,11,0.8382,0.4762,1.0,0.6452,0.8774
766,12,47,2,7,0.8676,0.6316,0.9592,0.7273,0.8786
767,14,42,2,10,0.8235,0.5833,0.9545,0.7,0.8011
768,12,43,5,8,0.8088,0.6,0.8958,0.6486,0.8438
769,8,51,2,7,0.8676,0.5333,0.9623,0.64,0.7862
770,8,52,2,6,0.8824,0.5714,0.963,0.6667,0.9233
771,5,53,3,7,0.8529,0.4167,0.9464,0.5,0.7798
772,7,48,4,9,0.8088,0.4375,0.9231,0.5185,0.8714
773,5,50,5,8,0.8088,0.3846,0.9091,0.4348,0.8238
774,9,44,1,14,0.7794,0.3913,0.9778,0.5455,0.7884
775,9,54,1,4,0.9265,0.6923,0.9818,0.7826,0.9301
776,6,54,2,6,0.8824,0.5,0.9643,0.6,0.7321
777,8,53,0,7,0.8971,0.5333,1.0,0.6957,0.9748
778,9,51,3,5,0.8824,0.6429,0.9444,0.6923,0.914
779,9,47,0,12,0.8235,0.4286,1.0,0.6,0.8389
780,11,40,4,13,0.75,0.4583,0.9091,0.5641,0.7917
781,7,48,1,12,0.8088,0.3684,0.9796,0.5185,0.7734
782,8,50,1,9,0.8529,0.4706,0.9804,0.6154,0.8558
783,7,50,2,9,0.8382,0.4375,0.9615,0.56,0.8161
784,5,50,1,12,0.8088,0.2941,0.9804,0.4348,0.8097
785,10,52,1,5,0.9118,0.6667,0.9811,0.7692,0.917
